event_ID,haz_sub_ID,ext_ID,ext_ID_db,ext_ID_org,haz_src_db,haz_src_URL,haz_src_org,haz_maxvalue,haz_maxunits,haz_est_type,all_hazs_Ab,all_hazs_spec,haz_sdate,haz_fdate,haz_credate,haz_moddate,haz_spat_ID,haz_spat_fileloc,haz_ISO3s,haz_spat_covcode,haz_spat_resunits,haz_spat_crs,haz_spat_srcdb,haz_spat_URL,haz_spat_srcorg
monty_b59cd5cf-e6b6-4038-a8a4-735fea394224,haz_ee0e1b02-7c51-4314-8add-2d51a5bb424e,EQ-2024-000034-PNG,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=EQ&eventid=1420849&episodeid=1560728,EC-JRC,6.9,unitsrichter,esttype_second,EQ,GH0002,2024-03-22,2024-03-22,2024-03-22,2024-03-24,spathaz_a10a7ca6-af68-4949-a194-4765bd30f96f,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=EQ&eventid=1420849&episodeid=1560728,PNG,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=EQ&eventid=1420849&episodeid=1560728,EC-JRC
monty_647639bd-dbe1-47b8-8246-b90912beddce,haz_9f3731c8-9043-4519-afb7-31413b17eb2b,1001057,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001057&episodeid=11,EC-JRC,168.8878,unitskph,esttype_second,TC,MH0059,2024-03-24,2024-03-27,2024-03-24,2024-07-04,spathaz_574dede3-5e11-496a-b022-96551355ec03,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001057&episodeid=11,MDG,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001057&episodeid=11,EC-JRC
monty_c036b062-ca40-44ff-ab5e-52959058ebe1,haz_10f28395-67bc-4039-9c6c-dbf69f9d72e7,FL-2024-000058-TZA,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102555&episodeid=3,EC-JRC,,,esttype_second,FL,MH0012,2024-03-27,2024-04-27,2024-03-27,2024-04-29,spathaz_de6f48af-318d-4e57-95aa-400715186a36,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102555&episodeid=3,TZA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102555&episodeid=3,EC-JRC
monty_096b0cc0-b335-423c-8bcf-397d325efa0d,haz_d87f9817-b3c6-4d7d-81f8-908e11c1da66,FL-2024-000039-KAZ,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102548&episodeid=2,EC-JRC,,,esttype_second,FL,MH0012,2024-03-27,2024-04-09,2024-03-27,2024-04-11,spathaz_cfeb31fe-4c39-489a-bc4b-17c207d6bdd7,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102548&episodeid=2,KAZ,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102548&episodeid=2,EC-JRC
monty_841cf645-6794-4bfa-865a-c9fb1e8c9686,haz_38032559-defc-485c-9278-1e5dc15b693d,EQ-2024-000040-TWN,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=EQ&eventid=1422322&episodeid=1562637,EC-JRC,7.4,unitsrichter,esttype_second,EQ,GH0002,2024-04-01,2024-04-01,2024-04-01,2024-04-03,spathaz_6a1f1029-7f21-4005-acbe-f56cef1d2ed5,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=EQ&eventid=1422322&episodeid=1562637,TWN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=EQ&eventid=1422322&episodeid=1562637,EC-JRC
monty_d4f6f106-673d-4ca1-9e58-4f4b1bc2cae3,haz_939b1426-4801-4e95-a25f-c6427388e5db,1001058,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001058&episodeid=21,EC-JRC,222.2208,unitskph,esttype_second,TC,MH0059,2024-04-04,2024-04-09,2024-04-04,2024-04-10,spathaz_080e7413-fa04-470d-965c-cc6b81937af8,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001058&episodeid=21,AUS,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001058&episodeid=21,EC-JRC
monty_6bc5f028-d17b-43d1-ada4-7aa9db98eb58,haz_5be465d9-a611-4977-9b10-787eacc3a858,1001059,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001059&episodeid=6,EC-JRC,92.592,unitskph,esttype_second,TC,MH0059,2024-04-09,2024-04-11,2024-04-09,2024-04-11,spathaz_12e0d505-7260-41ed-ab76-b256591aba52,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001059&episodeid=6,,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001059&episodeid=6,EC-JRC
monty_f453ec0d-a589-4103-a330-301e4ac96f0b,haz_530bf14b-29c6-4660-b3e2-e0bcc54a5ca9,FL-2024-000065-KEN,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102604&episodeid=1,EC-JRC,,,esttype_second,FL,MH0012,2024-04-11,2024-05-05,2024-04-11,2024-05-05,spathaz_9eb20221-8aae-4a17-89ec-ffcdfb7d3634,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102604&episodeid=1,KEN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102604&episodeid=1,EC-JRC
monty_db144624-6221-4031-8b6e-63051dec22ed,haz_f4a8edf6-35b2-4edb-8e58-77af7ea5343e,1000088,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000088&episodeid=3,EC-JRC,,,esttype_second,VO,GH0010,2024-04-15,2024-04-28,2024-04-15,2024-04-29,spathaz_bcccb80c-3865-4e5a-a22b-090c1cccb178,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000088&episodeid=3,IDN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000088&episodeid=3,EC-JRC
monty_4474d063-affc-499e-a35f-0a913c8c3037,haz_f90c38ae-ae01-4af2-8afd-a39073508a83,FL-2024-000063-BRA,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102592&episodeid=7,EC-JRC,,,esttype_second,FL,MH0012,2024-04-22,2024-05-16,2024-04-22,2024-07-02,spathaz_efa177ee-7ea6-4d5b-a6f8-adfb53b817a4,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102592&episodeid=7,BRA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102592&episodeid=7,EC-JRC
monty_6c7147d5-c918-45d1-864e-933dec57a7c4,haz_ee21c730-8aaf-4e7b-8d00-72c64cdf99b8,1102637,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102637&episodeid=1,EC-JRC,,,esttype_second,FL,MH0012,2024-04-28,2024-04-30,2024-04-28,2024-05-20,spathaz_6ddff35e-8c08-4c3a-8682-8bfb5803f01f,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102637&episodeid=1,ETH,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102637&episodeid=1,EC-JRC
monty_079b5f64-a408-4b01-ae9d-fea4e9d17db4,haz_5b88f8bb-f945-4e35-85f9-ae2c24350b73,1102594,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102594&episodeid=31,EC-JRC,,,esttype_second,FL,MH0012,2024-04-28,2024-08-12,2024-04-28,2024-08-12,spathaz_13eedfb6-df49-4068-8de4-b1d3ecbf87ab,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102594&episodeid=31,USA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102594&episodeid=31,EC-JRC
monty_1931166c-332b-41f2-b420-068ecb73778b,haz_4eddfb90-20e5-4f24-af57-b414ddb81885,1001060,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001060&episodeid=15,EC-JRC,147.7768,unitskph,esttype_second,TC,MH0059,2024-04-30,2024-05-03,2024-04-30,2024-05-12,spathaz_916c25c6-7d52-47cd-a206-e00ce244b60b,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001060&episodeid=15,COM,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001060&episodeid=15,EC-JRC
monty_9d7304f2-1d1d-4e2f-8803-904d78719d03,haz_4fcf732a-2202-4b10-ae63-4978c8cb5115,FL-2024-000068-AFG,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102616&episodeid=3,EC-JRC,,,esttype_second,FL,MH0012,2024-05-08,2024-05-24,2024-05-08,2024-05-26,spathaz_903582dd-d526-4e26-8424-18c2bfa7aa3f,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102616&episodeid=3,AFG,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102616&episodeid=3,EC-JRC
monty_0ace7fa3-1423-40e7-ad9c-141a505344be,haz_9def0479-0097-42a1-ad11-538b3a8f0b71,1000089,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000089&episodeid=3,EC-JRC,,,esttype_second,VO,GH0010,2024-05-13,2024-05-29,2024-05-13,2024-05-30,spathaz_0b577e2b-b36b-4336-9c5b-593133228291,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000089&episodeid=3,IDN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000089&episodeid=3,EC-JRC
monty_308da563-8172-4e8d-be9d-79108198e988,haz_78477d72-19c8-46fd-83ac-a5cf888c8c56,1001061,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001061&episodeid=24,EC-JRC,137.2213,unitskph,esttype_second,TC,MH0059,2024-05-15,2024-05-21,2024-05-15,2024-05-22,spathaz_76ba8bab-c02b-4f02-adb8-b528106df077,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001061&episodeid=24,TZA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001061&episodeid=24,EC-JRC
monty_a50b4d3d-6641-4bb8-815d-f37f13f369c6,haz_ff27cd2d-17f9-4fe4-a968-6da2e3214faf,DR-2021-000178-BOL,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1013868&episodeid=152,EC-JRC,73617.0,unitskm2,esttype_second,DR,MH0035,2024-05-20,2024-07-30,2024-05-20,2024-08-01,spathaz_7563f3c0-5804-499d-ad07-817664cd3a51,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1013868&episodeid=152,ARG,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1013868&episodeid=152,EC-JRC
monty_ebc50de4-f3fb-4f68-b16f-a389b3c77818,haz_3045439d-3557-433e-b6bb-76f599f7048d,1001063,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001063&episodeid=26,EC-JRC,175.9248,unitskph,esttype_second,TC,MH0059,2024-05-23,2024-05-30,2024-05-23,2024-06-18,spathaz_b7274ef8-b140-4ab3-9191-33c6e42dcbbf,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001063&episodeid=26,JPN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001063&episodeid=26,EC-JRC
monty_7c6a5c46-624c-4ee6-89f4-66170fd733b8,haz_05595638-4286-4ce9-b545-3bced89fdf53,TC-2024-000083-BGD,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001064&episodeid=6,EC-JRC,101.8512,unitskph,esttype_second,TC,MH0059,2024-05-24,2024-05-25,2024-05-24,2024-06-11,spathaz_6e57280e-f802-4450-b06f-7314b0a27625,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001064&episodeid=6,BTN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001064&episodeid=6,EC-JRC
monty_0554ac10-e014-485f-9fd3-04af1c9f2fe3,haz_022b86f6-2ee2-4244-a4d1-e1c40475981c,1000090,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000090&episodeid=2,EC-JRC,,,esttype_second,VO,GH0010,2024-05-28,2024-06-08,2024-05-28,2024-06-09,spathaz_a423ce39-fac4-4d19-bc84-bd7f06919492,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000090&episodeid=2,ISL,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000090&episodeid=2,EC-JRC
monty_2a31c33a-075a-49f8-96b6-5be582d1efaf,haz_539157b4-5af7-4db8-a74c-bfd0aa81aa44,1000091,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000091&episodeid=1,EC-JRC,,,esttype_second,VO,GH0010,2024-05-29,2024-05-29,2024-05-29,2024-05-30,spathaz_5b4c9680-9b12-4ff9-bb0b-bd5522fd7d7f,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000091&episodeid=1,IDN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000091&episodeid=1,EC-JRC
monty_51888eea-325a-48aa-8c69-b4cc5a19fb77,haz_5f669370-e234-4311-8ad0-f21edc43d0a3,1001065,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001065&episodeid=4,EC-JRC,55.5552,unitskph,esttype_second,TC,MH0059,2024-05-30,2024-05-30,2024-05-30,2024-05-31,spathaz_4d298a3f-1488-498c-bee4-9de5d1486666,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001065&episodeid=4,CHN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001065&episodeid=4,EC-JRC
monty_5edf3dab-6d82-42fc-87ba-8c8c652f2f27,haz_dd124f93-2b68-4e76-a195-724866e525fd,1000092,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000092&episodeid=2,EC-JRC,,,esttype_second,VO,GH0010,2024-06-03,2024-06-08,2024-06-03,2024-06-09,spathaz_2fbb5912-773b-40bf-8493-596667c297f4,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000092&episodeid=2,PHL,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000092&episodeid=2,EC-JRC
monty_7e13a12e-6238-4483-9b5d-7649a80a5ef0,haz_93f0bca7-1288-431f-b4e7-d2f6eb31409f,FL-2024-000108-NPL,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102678&episodeid=25,EC-JRC,,,esttype_second,FL,MH0012,2024-06-09,2024-08-12,2024-06-09,2024-08-12,spathaz_3ea7e3f7-5168-4ecc-9f22-d72db56ec9cd,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102678&episodeid=25,IND,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102678&episodeid=25,EC-JRC
monty_003e96ef-8aa0-44d2-995e-6742ebfe1768,haz_bbef6d3b-31ef-4de0-bc9c-e19f1fdbc035,1102691,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102691&episodeid=12,EC-JRC,,,esttype_second,FL,MH0012,2024-06-13,2024-07-15,2024-06-13,2024-07-16,spathaz_6440cd65-d4db-44d0-b9a6-b0737075b3c1,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102691&episodeid=12,MEX,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102691&episodeid=12,EC-JRC
monty_c5d11a29-ddd8-4f3c-8257-92567dbf2edc,haz_c4430514-9f03-4218-b460-3fcae8d5147d,1102703,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102703&episodeid=9,EC-JRC,,,esttype_second,FL,MH0012,2024-06-13,2024-07-09,2024-06-13,2024-07-12,spathaz_e9e019dc-4bc8-41d0-afb6-a945f9a37c41,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102703&episodeid=9,PHL,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102703&episodeid=9,EC-JRC
monty_49988ee0-e1ea-4c94-99ff-361a5e138bcb,haz_64b6483d-85ff-4492-a8b1-bd1e6578b2d4,1001066,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001066&episodeid=13,EC-JRC,83.3328,unitskph,esttype_second,TC,MH0059,2024-06-16,2024-06-19,2024-06-16,2024-06-20,spathaz_a427f059-04de-4689-bb49-af450f990f08,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001066&episodeid=13,BLZ,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001066&episodeid=13,EC-JRC
monty_e47df13d-def0-46c0-8262-cd4cdef3c804,haz_a5db8c4c-c95f-425e-971c-b378dd9b5d76,1000093,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000093&episodeid=1,EC-JRC,,,esttype_second,VO,GH0010,2024-06-17,2024-06-17,2024-06-17,2024-06-18,spathaz_c10618ca-719c-4b7a-9347-746e3959d2f6,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000093&episodeid=1,IDN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000093&episodeid=1,EC-JRC
monty_8621152a-db48-47ae-a7d2-d8eb8e81682b,haz_2de3e840-a224-40b5-b930-8c9597feb008,1102707,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102707&episodeid=3,EC-JRC,,,esttype_second,FL,MH0012,2024-06-18,2024-07-02,2024-06-18,2024-07-02,spathaz_cbbd18e9-d8da-4337-8878-cf911f11ec7d,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102707&episodeid=3,POL,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102707&episodeid=3,EC-JRC
monty_2d2c0080-a95c-4260-a0f5-6507de42fe3a,haz_ebc8aec7-ea47-4d90-8103-366166f2e9c4,1017243,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1017243&episodeid=1,EC-JRC,49453.0,unitskm2,esttype_second,DR,MH0035,2024-06-20,2024-08-13,2024-06-20,2024-08-13,spathaz_a1728560-a5ef-4a94-99e7-bdb5e0cc3d58,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1017243&episodeid=1,CHN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1017243&episodeid=1,EC-JRC
monty_e04c9c21-533c-4243-bb83-7bee6191b4a8,haz_1c647235-082d-418f-af66-1894bd21f42f,1017217,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1017217&episodeid=1,EC-JRC,172783.0,unitskm2,esttype_second,DR,MH0035,2024-06-20,2024-08-13,2024-06-20,2024-08-13,spathaz_b542548f-c83e-4790-a9e6-be0cbae7b568,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1017217&episodeid=1,IND,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1017217&episodeid=1,EC-JRC
monty_8869e585-68aa-44e5-8b22-f6489277f025,haz_fc58c5f3-6f84-40f1-8f9c-48c3b6120138,1102714,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102714&episodeid=8,EC-JRC,,,esttype_second,FL,MH0012,2024-06-20,2024-08-03,2024-06-20,2024-08-04,spathaz_28b8efa5-8664-4fbd-af3e-b263956cbb39,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102714&episodeid=8,ITA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102714&episodeid=8,EC-JRC
monty_3017b2b5-a698-48fc-a964-6082f8107daf,haz_e4a523c9-c28f-4e99-ba59-be1b9b3320fb,1102719,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102719&episodeid=7,EC-JRC,,,esttype_second,FL,MH0012,2024-06-21,2024-07-30,2024-06-21,2024-08-01,spathaz_18a4092f-874c-4b6d-8eaa-11b0bd8bf43f,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102719&episodeid=7,THA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102719&episodeid=7,EC-JRC
monty_0258b108-87c8-4fc5-8ed6-b072ab05aee7,haz_28ee555a-aa6b-4208-a522-437c89b7b6e7,1102734,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102734&episodeid=13,EC-JRC,,,esttype_second,FL,MH0012,2024-06-21,2024-07-21,2024-06-21,2024-08-05,spathaz_2c13e2b3-db66-4f74-927e-91c2da8999db,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102734&episodeid=13,IDN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102734&episodeid=13,EC-JRC
monty_0011d7bc-df1e-42bb-8844-5586db34a8ac,haz_92cf195c-52be-46cf-8b2f-4c633675c798,1102720,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102720&episodeid=14,EC-JRC,,,esttype_second,FL,MH0012,2024-06-22,2024-08-12,2024-06-22,2024-08-13,spathaz_1db15e3c-25c0-46e9-a8b6-aa1bcfe7494b,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102720&episodeid=14,NGA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102720&episodeid=14,EC-JRC
monty_9c2a8c92-3c79-4e41-a351-5bf12a9319a2,haz_024b80d9-bcfd-4d43-afce-efe2a49c9c8d,1102716,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102716&episodeid=2,EC-JRC,,,esttype_second,FL,MH0012,2024-06-22,2024-07-01,2024-06-22,2024-07-01,spathaz_249babfb-1ba9-4af8-ac41-e762a4f4e776,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102716&episodeid=2,MYS,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102716&episodeid=2,EC-JRC
monty_3f4c08a9-c2f6-47d2-831f-54b026fff5be,haz_6afa120f-0b7a-4548-b159-b38a6909a016,1102727,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102727&episodeid=3,EC-JRC,,,esttype_second,FL,MH0012,2024-06-23,2024-07-06,2024-06-23,2024-07-07,spathaz_e56bfb8f-e39c-44ac-9c15-ba815d9f3239,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102727&episodeid=3,PAK,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102727&episodeid=3,EC-JRC
